"","all_genes_used"
"7831","ZNF324"
"7832","RNASEK-C17ORF49"
"7833","CCNL2"
"7834","REXO4"
"7835","C4orf27"
"7836","CBLL1"
"7837","GNRH1"
"7838","AMTN"
"7839","UBE2U"
"7840","TTC26"
"7841","DMC1"
"7842","C20orf72"
"7843","GABRB3"
"7844","FBLN1"
"7845","SGSH"
"7846","PTPRQ"
"7847","LGALS9B"
"7848","C15orf17"
"7849","PTH2R"
"7850","GPX3"
"7851","P2RY6"
"7852","CCDC78"
"7853","ADPRHL1"
"7854","CDCA5"
"7855","ZDHHC8"
"7856","LOC284757"
"7857","C20orf195"
"7858","ARAP1"
"7859","SSR1"
"7860","TSHZ1"
"7861","CCK"
"7862","CELP"
"7863","FANCA"
"7864","SLC38A3"
"7865","PLEKHG7"
"7866","PRDM15"
"7867","GAS2L2"
"7868","MITF"
"7869","COPS3"
"7870","ZNF28"
"7871","LOC284215"
"7872","UQCC"
"7873","GAK"
"7874","CLOCK"
"7875","GNGT1"
"7876","AP4E1"
"7877","USF2"
"7878","MLF1IP"
"7879","USP53"
"7880","CLDN16"
"7881","TAMM41"
"7882","RNF220"
"7883","ACADVL"
"7884","HOXA-AS5"
"7885","C4orf42"
"7886","GDE1"
"7887","PPT1"
"7888","FEM1C"
"7889","CLK3"
"7890","NR1D1"
"7891","DDX51"
"7892","TTC3P1"
"7893","ELK1"
"7894","ACD"
"7895","GDF6"
"7896","CYFIP1"
"7897","TESK1"
"7898","MRO"
"7899","COMMD8"
"7900","SNRPB2"
"7901","CSNK2A1P"
"7902","PPM1A"
"7903","MYO9B"
"7904","ACTR5"
"7905","DDX25"
"7906","FST"
"7907","CCDC140"
"7908","SKOR1"
"7909","STL"
"7910","RBCK1"
"7911","ZNF84"
"7912","SETDB1"
"7913","SLC35F5"
"7914","C7orf23"
"7915","CST3"
"7916","ZNF287"
"7917","PCGF1"
"7918","STX7"
"7919","RWDD2A"
"7920","CPSF4L"
"7921","APOM"
"7922","RUFY4"
"7923","SHCBP1L"
"7924","ARHGAP44"
"7925","ERBB2"
"7926","TPGS1"
"7927","TMEM87B"
"7928","FOLR3"
"7929","AIM1"
"7930","RAB31"
"7931","BCORL1"
"7932","CSF3R"
"7933","KTN1-AS1"
"7934","MRPL18"
"7935","DHX37"
"7936","TTC4"
"7937","FGD5-AS1"
"7938","MRPL50"
"7939","LINC00324"
"7940","LOC100506585"
"7941","ZNF215"
"7942","SUCLG1"
"7943","PTPRF"
"7944","IGJ"
"7945","CDK19"
"7946","TMED10"
"7947","KIAA1586"
"7948","FSCN1"
"7949","TEX261"
"7950","SCAMP4"
"7951","ALDH7A1"
"7952","SNX6"
"7953","LOC100507632"
"7954","RPP30"
"7955","C22orf32"
"7956","RRP8"
"7957","CDKL3"
"7958","DEC1"
"7959","LINC00478"
"7960","FAM13A-AS1"
"7961","MSL3"
"7962","TEPP"
"7963","HEATR8-TTC4"
"7964","C15orf26"
"7965","C15orf33"
"7966","C3orf19"
"7967","LOC100288069"
"7968","CHODL"
"7969","ZNF274"
"7970","NANP"
"7971","BTN2A3P"
"7972","RPS2P32"
"7973","MTMR3"
"7974","ACLY"
"7975","ROPN1"
"7976","ZNF107"
"7977","PARP6"
"7978","OGG1"
"7979","CERS6"
"7980","CHST7"
"7981","LOX"
"7982","C4orf48"
"7983","IGFL2"
"7984","COBL"
"7985","EPYC"
"7986","LOC550643"
"7987","LRP3"
"7988","CCDC73"
"7989","WDR5"
"7990","TAF13"
"7991","AGRN"
"7992","NAGLU"
"7993","LOC283867"
"7994","FAM53A"
"7995","MPHOSPH9"
"7996","SEC23B"
"7997","RNF146"
"7998","DMRTA2"
"7999","ATG4C"
"8000","ZNF696"
"8001","RNFT1"
"8002","INTS8"
"8003","MUSTN1"
"8004","FLJ10661"
"8005","FLJ10038"
"8006","WASF1"
"8007","METTL23"
"8008","DGKB"
"8009","RTEL1-TNFRSF6B"
"8010","RPL22"
"8011","PHF6"
"8012","PENK"
"8013","COL9A2"
"8014","GRAMD3"
"8015","TAF7"
"8016","FGL1"
"8017","CDCA2"
"8018","NUDT2"
"8019","COMMD10"
"8020","KLRF2"
"8021","ZNF493"
"8022","GCN1L1"
"8023","SRF"
"8024","LOC100133331"
"8025","ABCB11"
"8026","LONRF3"
"8027","OR7E12P"
"8028","CCDC76"
"8029","ADCK3"
"8030","IGSF11"
"8031","PLEKHG6"
"8032","SRGAP1"
"8033","GJA1"
"8034","IDH3B"
"8035","NEK10"
"8036","ARHGAP8"
"8037","SLC44A2"
"8038","PGP"
"8039","OPN4"
"8040","C8orf47"
"8041","COX7A1"
"8042","IFIT1"
"8043","PAK1"
"8044","FNBP1L"
"8045","HLA-DMA"
"8046","ANKRD11"
"8047","UBA2"
"8048","DFNB59"
"8049","ALAD"
"8050","OSBPL6"
"8051","SLC6A15"
"8052","SPPL3"
"8053","TMEM116"
"8054","WDR5B"
"8055","AQP7P1"
"8056","INHBB"
"8057","SCAND3"
"8058","DSE"
"8059","FBF1"
"8060","OMD"
"8061","CTTN"
"8062","POU5F1P3"
"8063","TMEM86B"
"8064","PPP1R7"
"8065","ATXN2"
"8066","C4orf44"
"8067","AURKB"
"8068","PABPN1"
"8069","RTN2"
"8070","SMG1"
"8071","B4GALNT4"
"8072","PSPN"
"8073","MEG3"
"8074","SPRED3"
"8075","ASPRV1"
"8076","MAP2K2"
"8077","RAB15"
"8078","HERC2P2"
"8079","SAR1B"
"8080","SNRPE"
"8081","ANXA4"
"8082","PPIEL"
"8083","LY6G5B"
"8084","HNRNPH3"
"8085","TSC22D1-AS1"
"8086","SIDT1"
"8087","NOC3L"
"8088","MEGF11"
"8089","ANKZF1"
"8090","ASB10"
"8091","TPTE2P6"
"8092","FAM178B"
"8093","MGC23270"
"8094","HBS1L"
"8095","LOC201651"
"8096","UAP1L1"
"8097","ZNF674"
"8098","CANX"
"8099","PLK4"
"8100","S100PBP"
"8101","UCK2"
"8102","VGLL4"
"8103","KTI12"
"8104","LOC100507634"
"8105","LOC554206"
"8106","HSD17B14"
"8107","GEMIN4"
"8108","LOC400084"
"8109","ZNF71"
"8110","SUV39H2"
"8111","CBWD2"
"8112","KIAA0319L"
"8113","TSN"
"8114","DIS3"
"8115","NPM2"
"8116","LOC285074"
"8117","MTFP1"
"8118","UBL7"
"8119","LOC390940"
"8120","KRT8"
"8121","SPATA6"
"8122","GPR39"
"8123","SLITRK4"
"8124","GATM"
"8125","C9orf93"
"8126","RAB3A"
"8127","LOC100630923"
"8128","SPTBN4"
"8129","ZNF611"
"8130","C16orf52"
"8131","HLA-A"
"8132","KIAA1737"
"8133","ZNF653"
"8134","DUS1L"
"8135","LLPH"
"8136","UBE2L3"
"8137","CYP4F30P"
"8138","SEC13"
"8139","SDHA"
"8140","RAB9A"
"8141","MEF2BNB"
"8142","MYH6"
"8143","CREG2"
"8144","DNAL4"
"8145","EAF1"
"8146","HAS2"
"8147","CELF6"
"8148","COMMD5"
"8149","NRGN"
"8150","C9orf173"
"8151","BRAF"
"8152","LAMB2"
"8153","ENO1"
"8154","THUMPD1"
"8155","SIX5"
"8156","TBC1D14"
"8157","C10orf108"
"8158","SMG9"
"8159","PLEKHF2"
"8160","GPR68"
"8161","DPY19L2"
"8162","FLJ44511"
"8163","CDC42SE1"
"8164","FLJ46257"
"8165","LOC100507053"
"8166","WDR45"
"8167","C6orf10"
"8168","NPNT"
"8169","LOC100128750"
"8170","SLC15A3"
"8171","CCL13"
"8172","HNRNPR"
"8173","TMEM48"
"8174","ACTN3"
"8175","CTTNBP2NL"
"8176","YY2"
"8177","FAM132A"
"8178","ADAP1"
"8179","C21orf58"
"8180","RAB41"
"8181","ATAD2B"
"8182","THOC1"
"8183","RNF138"
"8184","KLHL20"
"8185","RNF212"
"8186","F3"
"8187","CCDC87"
"8188","PLEKHA3"
"8189","GPR98"
"8190","AP3D1"
"8191","RNF145"
"8192","EPM2A"
"8193","CLTC"
"8194","RMND5A"
"8195","LOC646862"
"8196","FBXL8"
"8197","METRN"
"8198","FLJ31485"
"8199","MYF5"
"8200","CAPN3"
"8201","MEF2BNB-MEF2B"
"8202","RALGAPB"
"8203","LOC147804"
"8204","PCDH10"
"8205","BRI3"
"8206","STAB2"
"8207","DPH1"
"8208","TSSK4"
"8209","NLRP11"
"8210","TAF8"
"8211","ZBTB3"
"8212","ADAM9"
"8213","DDX39B"
"8214","VCP"
"8215","PDCD11"
"8216","LOC158257"
"8217","RSPH1"
"8218","HPS6"
"8219","CYHR1"
"8220","DHX33"
"8221","NFKBIB"
"8222","PDPR"
"8223","ZBED4"
"8224","GARS"
"8225","VRK3"
"8226","PSIMCT-1"
"8227","RNASET2"
"8228","HECA"
"8229","PPIL3"
"8230","ENO1-AS1"
"8231","DBIL5P"
"8232","CD44"
"8233","FAM109A"
"8234","HGS"
"8235","CYP2C9"
"8236","SCN5A"
"8237","LOC91948"
"8238","SCGB3A1"
"8239","KIAA0913"
"8240","KCNAB1"
"8241","ZNF19"
"8242","LRRC37A4"
"8243","PRH2"
"8244","PMF1-BGLAP"
"8245","MTMR11"
"8246","AGMO"
"8247","SPNS2"
"8248","FLJ33630"
"8249","C7orf13"
"8250","OSCP1"
"8251","B3GALTL"
"8252","LOC100128071"
"8253","FA2H"
"8254","HSCB"
"8255","SFT2D2"
"8256","IGF1R"
"8257","LZTR1"
"8258","SNORD22"
"8259","ANKRD63"
"8260","OR2L2"
"8261","PNPLA5"
"8262","NUP88"
"8263","RPUSD2"
"8264","C1QL2"
"8265","LOC339975"
"8266","EFHC2"
"8267","MTHFD2"
"8268","POU5F1B"
"8269","EDEM1"
"8270","DNAJC25"
"8271","C2orf68"
"8272","SAR1A"
"8273","CDC42BPA"
"8274","CMPK2"
"8275","HOXB5"
"8276","NNAT"
"8277","PSMD14"
"8278","DGAT1"
"8279","XPO1"
"8280","MLK7-AS1"
"8281","TMEM60"
"8282","BICD1"
"8283","BRPF1"
"8284","PARD6G"
"8285","ACBD3"
"8286","HSPA1L"
"8287","AIDA"
"8288","LOC285033"
"8289","PPFIA4"
"8290","CDK15"
"8291","DTL"
"8292","TONSL"
"8293","ZNF774"
"8294","RPSAP9"
"8295","LOC729041"
"8296","LOC100507547"
"8297","BRD1"
"8298","IL24"
"8299","OGN"
"8300","MRPL42P5"
"8301","CCDC7"
"8302","FGF17"
"8303","N6AMT1"
"8304","DOT1L"
"8305","RNASEH1"
"8306","KLF9"
"8307","FCHSD1"
"8308","ZHX2"
"8309","CTAGE15P"
"8310","SLC22A14"
"8311","UNC13C"
"8312","ASPHD1"
"8313","OTX2OS1"
"8314","ABCC8"
"8315","B7H6"
"8316","RASSF1"
"8317","DCAF8"
"8318","ARIH2"
"8319","GANC"
"8320","AMY2B"
"8321","ANKAR"
"8322","SHH"
"8323","SFTA2"
"8324","TSR1"
"8325","KANSL1L"
"8326","MAGI3"
"8327","RASL11B"
"8328","GAGE13"
"8329","CST1"
"8330","ARHGAP33"
"8331","EIF3B"
"8332","MMP27"
"8333","C6orf1"
"8334","NGRN"
"8335","MASTL"
"8336","ANKRD62P1-PARP4P3"
"8337","HS3ST3B1"
"8338","PLEKHM2"
"8339","MYPOP"
"8340","LRRC6"
"8341","DLEU2"
"8342","PPP1R15B"
"8343","MLX"
"8344","LOC338651"
"8345","SPATS2L"
"8346","RRAGC"
"8347","ZNF362"
"8348","PCDHGA1"
"8349","RNF32"
"8350","GALNT13"
"8351","C12orf43"
"8352","KIAA0146"
"8353","DPP8"
"8354","NENF"
"8355","ZNF442"
"8356","MAB21L2"
"8357","TTC30B"
"8358","KNTC1"
"8359","RPS6KA1"
"8360","ZNF358"
"8361","ENOX2"
"8362","TTC7B"
"8363","FGFBP3"
"8364","BCAR3"
"8365","AGPAT4"
"8366","LOC646471"
"8367","TAF6L"
"8368","ENO2"
"8369","MAN2A2"
"8370","NAPB"
"8371","GAL3ST2"
"8372","SRBD1"
"8373","XPNPEP3"
"8374","MGC16142"
"8375","KLF17"
"8376","SRP14"
"8377","KDM4C"
"8378","RC3H1"
"8379","MARS"
"8380","SLC2A10"
"8381","RB1"
"8382","RSPO2"
"8383","FERMT1"
"8384","CYP2B7P1"
"8385","INCA1"
"8386","PCGF2"
"8387","SLC9B1"
"8388","LOC729852"
"8389","LOC441455"
"8390","SMARCB1"
"8391","MAPRE3"
"8392","ZNF641"
"8393","IDE"
"8394","TMEM61"
"8395","PLAC4"
"8396","SWAP70"
"8397","MYRIP"
"8398","CHKA"
"8399","SAFB2"
"8400","AARS2"
"8401","PTRH1"
"8402","SRP9"
"8403","MORC2-AS1"
"8404","LYPD6B"
"8405","ANKLE1"
"8406","LOC389493"
"8407","BTN3A2"
"8408","ERMAP"
"8409","ARFGAP1"
"8410","ACAA2"
"8411","ARFGAP3"
"8412","NCL"
"8413","LOC100506866"
"8414","MT1M"
"8415","WNT7B"
"8416","DGCR2"
"8417","LGALS3BP"
"8418","TXNDC9"
"8419","RTTN"
"8420","TP53BP2"
"8421","FGF5"
"8422","ATG10"
"8423","LOC645212"
"8424","HSD17B13"
"8425","KIF1B"
"8426","CNPY2"
"8427","TMEM120B"
"8428","KLF14"
"8429","NPFF"
"8430","CCDC50"
"8431","SKA3"
"8432","NAPEPLD"
"8433","SLC6A14"
"8434","CX3CL1"
"8435","CLASRP"
"8436","NELF"
"8437","WBSCR22"
"8438","ZMAT3"
"8439","TAF3"
"8440","MCMBP"
"8441","RGL3"
"8442","SULF2"
"8443","DERL1"
"8444","NES"
"8445","HOOK2"
"8446","MVP"
"8447","ABHD12"
"8448","D4S234E"
"8449","PTPN3"
"8450","SLC16A1"
"8451","CD33"
"8452","HNRNPC"
"8453","ROBO3"
"8454","SLC6A6"
"8455","OFD1"
"8456","PLSCR3"
"8457","MIS12"
"8458","DKFZP434A062"
"8459","RABL2B"
"8460","FBXL12"
"8461","ZNF319"
"8462","PKIB"
"8463","GPR45"
"8464","TRIM63"
"8465","LHFPL5"
"8466","ASPM"
"8467","CD163"
"8468","GNL3L"
"8469","ANP32A-IT1"
"8470","HOXB-AS3"
"8471","PGM3"
"8472","PLAA"
"8473","SAMD5"
"8474","RIMS2"
"8475","AVPR2"
"8476","CDH12"
"8477","SLC22A1"
"8478","MON2"
"8479","LOC256880"
"8480","ECHDC1"
"8481","TLE4"
"8482","UBAP1L"
"8483","TTC9B"
"8484","AFF1"
"8485","CHST13"
"8486","UNC119"
"8487","WDR62"
"8488","PCDH15"
"8489","GNRHR"
"8490","EEF1A1"
"8491","RBPMS2"
"8492","FHOD1"
"8493","ARMC6"
"8494","HOXB3"
"8495","ATP6V1B2"
"8496","SLC15A1"
"8497","HSPD1"
"8498","FBXO41"
"8499","NRG2"
"8500","C11orf2"
"8501","TLX3"
"8502","BRD2"
"8503","TFB2M"
"8504","TNFRSF21"
"8505","UGT2B7"
"8506","REPS2"
"8507","KIR2DS4"
"8508","LOC100506314"
"8509","HAUS1"
"8510","RPS2"
"8511","COL24A1"
"8512","TUBA4B"
"8513","KIAA0247"
"8514","WHAMM"
"8515","YBX2"
"8516","GOLGA6C"
"8517","AZGP1P1"
"8518","TCP11"
"8519","FBXW2"
"8520","ANGPTL7"
"8521","NEK7"
"8522","FAM115A"
"8523","TMEM180"
"8524","CETN3"
"8525","VIP"
"8526","UBC"
"8527","LOC283731"
"8528","MXD3"
"8529","HTR7P1"
"8530","SLC9A3"
"8531","VIL1"
"8532","KCNRG"
"8533","IRS4"
"8534","CSNK1E"
"8535","LOC100499467"
"8536","MIF4GD"
"8537","C12orf73"
"8538","CABS1"
"8539","GALM"
"8540","INCENP"
"8541","C2orf18"
"8542","PEX26"
"8543","RPS5"
"8544","STAG3"
"8545","UNC45B"
"8546","ATP2A1"
"8547","ARHGEF26"
"8548","LOC284080"
"8549","RPAP1"
"8550","LOC728190"
"8551","MARCO"
"8552","C10orf125"
"8553","C15orf37"
"8554","TREM1"
"8555","NMI"
"8556","OR7D2"
"8557","WDR6"
"8558","SVIL"
"8559","CCDC13"
"8560","UBL4A"
"8561","TUG1"
"8562","PDLIM7"
"8563","GABPA"
"8564","ORAI3"
"8565","PTGS2"
"8566","C21orf88"
"8567","CASP7"
"8568","BRF1"
"8569","GABARAP"
"8570","YWHAG"
"8571","FAM72A"
"8572","C11orf91"
"8573","POLD3"
"8574","FCGR1A"
"8575","CAMTA2"
"8576","PPRC1"
"8577","LTC4S"
"8578","ACTR2"
"8579","DNASE1L3"
"8580","SCN9A"
"8581","TPCN1"
"8582","DDX59"
"8583","C15orf39"
"8584","MRPS9"
"8585","TSSK3"
"8586","HECTD1"
"8587","DHRS3"
"8588","DNAL1"
"8589","ZFYVE16"
"8590","MBOAT1"
"8591","SRRD"
"8592","TBCA"
"8593","ZNF571"
"8594","HTATIP2"
"8595","GRHL2"
"8596","VAX1"
"8597","DPYSL4"
"8598","SEZ6L2"
"8599","NDUFA9"
"8600","NOTCH1"
"8601","TACR2"
"8602","SLC35D3"
"8603","AGXT2L2"
"8604","MORC2"
"8605","ZNF480"
"8606","ZNF786"
"8607","SWT1"
"8608","PANX2"
"8609","C20orf196"
"8610","TEKT2"
"8611","LINC00086"
"8612","NUP43"
"8613","GRAMD4"
"8614","PLAGL1"
"8615","C12orf49"
"8616","C5orf34"
"8617","ENTPD6"
"8618","RPL11"
"8619","ZNF808"
"8620","ADCK1"
"8621","MND1"
"8622","PAQR3"
"8623","ZNF280D"
"8624","TTC9C"
"8625","LIN9"
"8626","ARL1"
"8627","GPRIN1"
"8628","FCGR1B"
"8629","ZBTB4"
"8630","LOC729178"
"8631","USP5"
"8632","HEATR5A"
"8633","RDM1"
"8634","RAB11B"
"8635","RBAK"
"8636","FRG1"
"8637","SLC18A3"
"8638","ISG15"
"8639","TM2D2"
"8640","SCAF1"
"8641","MUC6"
"8642","NPEPL1"
"8643","TAP1"
"8644","GPN2"
"8645","SLC25A17"
"8646","CCDC64"
"8647","FAM159A"
"8648","ZIC4"
"8649","SEPT2"
"8650","PCDH19"
"8651","CCDC28A"
"8652","CCDC61"
"8653","MLXIPL"
"8654","EPB41L4A"
"8655","ATP1B1"
"8656","NFIL3"
"8657","C9orf125"
"8658","OGFRL1"
"8659","ZNF473"
"8660","DHDDS"
"8661","PRR5"
"8662","AKR7L"
"8663","TCEA1"
"8664","CCL7"
"8665","LOC221442"
"8666","RFC5"
"8667","EML3"
"8668","ESPNP"
"8669","SMTN"
"8670","SRPK1"
"8671","SNTB2"
"8672","HSD17B3"
"8673","RPL32P3"
"8674","TMSB4Y"
"8675","MDS2"
"8676","ELF2"
"8677","ITGB8"
"8678","CSDC2"
"8679","WDR72"
"8680","SH3GLB2"
"8681","TRIM10"
"8682","TMPRSS15"
"8683","FAM183A"
"8684","SLC38A5"
"8685","LOC730668"
"8686","KIF17"
"8687","RNASEK"
"8688","FARSB"
"8689","TPCN2"
"8690","LOC100505812"
"8691","DAZAP2"
"8692","NVL"
"8693","TFB1M"
"8694","SHISA4"
"8695","AURKAPS1"
"8696","FBXO48"
"8697","GRTP1"
"8698","FOXP1"
"8699","RIBC2"
"8700","FLJ16779"
"8701","SPAG9"
"8702","PPP3CA"
"8703","ATP5A1"
"8704","BPIFB4"
"8705","BRD9"
"8706","ZNF607"
"8707","CAD"
"8708","FTL"
"8709","ANXA8L2"
"8710","SSR3"
"8711","DEK"
"8712","ARHGAP11B"
"8713","SCAMP3"
"8714","CNTNAP3B"
"8715","HBE1"
"8716","EFR3A"
"8717","COMMD6"
"8718","PCDHA10"
"8719","OSTCP1"
"8720","MGC45922"
"8721","LRRC47"
"8722","LOC100216546"
"8723","RPL19"
"8724","INO80B"
"8725","HDLBP"
"8726","CNN2"
"8727","NARFL"
"8728","TAC1"
"8729","ISPD"
"8730","RAB17"
"8731","UGT2B28"
"8732","TCF25"
"8733","FOLH1B"
"8734","C9orf78"
"8735","NCK1"
"8736","SLC44A4"
"8737","SFXN5"
"8738","AP1B1"
"8739","PTCRA"
"8740","LOC654342"
"8741","ZSCAN29"
"8742","METTL24"
"8743","COG8"
"8744","PCDHB15"
"8745","RRAS"
"8746","RPL37"
"8747","FBXO31"
"8748","GPR156"
"8749","HMG20B"
"8750","CAPN10"
"8751","HTRA4"
"8752","HAL"
"8753","CCDC41"
"8754","LOC550112"
"8755","YIPF3"
"8756","ITPK1"
"8757","MARCH9"
"8758","ZNF710"
"8759","YJEFN3"
"8760","MRFAP1L1"
"8761","DCP1B"
"8762","TCEAL2"
"8763","ANAPC5"
"8764","PIAS1"
"8765","LRRC37A2"
"8766","GINS4"
"8767","CAPS2"
"8768","GGA3"
"8769","ARMCX5-GPRASP2"
"8770","KCND3"
"8771","CCL22"
"8772","NKAP"
"8773","MAPK8"
"8774","EFHD2"
"8775","ESPNL"
"8776","KLHL7"
"8777","ZNF778"
"8778","TOP1MT"
"8779","IMPA1"
"8780","B2M"
"8781","COL7A1"
"8782","TUBB4A"
"8783","FAM136A"
"8784","PRRT1"
"8785","EXOSC10"
"8786","PSMA4"
"8787","CDC25A"
"8788","LMBR1L"
"8789","KCNIP4"
"8790","GNPDA2"
"8791","HLA-G"
"8792","HMOX1"
"8793","CLEC18C"
"8794","LOC100507032"
"8795","TARBP2"
"8796","AKR1CL1"
"8797","HELZ"
"8798","CENPE"
"8799","SYCE3"
"8800","ZNF684"
"8801","HSPA5"
"8802","C5orf22"
"8803","UNC13D"
"8804","LOC100128788"
"8805","MAD2L2"
"8806","MPL"
"8807","CBY1"
"8808","BPIFC"
"8809","ZNF879"
"8810","FBXW9"
"8811","GPR19"
"8812","SMYD5"
"8813","CDC7"
"8814","RAB1A"
"8815","PAN3"
"8816","TRIM13"
"8817","CRYAB"
"8818","FKBP6"
"8819","HMGN2"
"8820","MAMDC4"
"8821","PIEZO1"
"8822","FER"
"8823","FOSB"
"8824","LOC100506714"
"8825","CPEB2"
"8826","POLR2A"
"8827","PSMB6"
"8828","UBXN10"
"8829","CHAD"
"8830","IFI44"
"8831","BEAN1"
"8832","ZNF699"
"8833","GRIN2C"
"8834","C17orf59"
"8835","ZNF708"
"8836","GUSBP1"
"8837","PXMP2"
"8838","MGC3771"
"8839","C17orf57"
"8840","GNAS-AS1"
"8841","MIPEP"
"8842","SLC12A2"
"8843","XPR1"
"8844","PIGL"
"8845","HSPB6"
"8846","PEX11G"
"8847","RTF1"
"8848","RNF34"
"8849","PCDHA1"
"8850","WASH1"
"8851","TRMT5"
"8852","FLYWCH1"
"8853","PRPF40B"
"8854","INTS3"
"8855","IFI27L2"
"8856","SPATA20"
"8857","SLC26A9"
"8858","SHD"
"8859","AURKC"
"8860","FAM150B"
"8861","DPH3"
"8862","EXOSC8"
"8863","CMTM6"
"8864","SYT6"
"8865","NUP35"
"8866","DECR1"
"8867","LOC100129361"
"8868","TCP11L1"
"8869","ERV3-1"
"8870","KRT79"
"8871","MRPL45P2"
"8872","KCNJ6"
"8873","ID4"
"8874","BIN3"
"8875","LOC100507218"
"8876","WDR89"
"8877","RPL36A"
"8878","ACVR2A"
"8879","CCDC160"
"8880","CCDC162P"
"8881","EME1"
"8882","LETMD1"
"8883","GLA"
"8884","PDIA5"
"8885","CNGB3"
"8886","ADORA2B"
"8887","ACTB"
"8888","ZDHHC24"
"8889","ERGIC3"
"8890","TUBB1"
"8891","RPS27"
"8892","MAGEA4"
"8893","REXO1"
"8894","FABP4"
"8895","NGFRAP1"
"8896","FAM120AOS"
"8897","GTF2F2"
"8898","C4orf47"
"8899","MST1P2"
"8900","LOC493754"
"8901","STXBP5L"
"8902","CATSPER1"
"8903","WDR38"
"8904","SLC25A40"
"8905","GPT"
"8906","BREA2"
"8907","OCIAD2"
"8908","ANKRD20A4"
"8909","SLC16A11"
"8910","HFE2"
"8911","ZNF624"
"8912","HERC3"
"8913","NFE2L1"
"8914","NRF1"
"8915","SAMD13"
"8916","LOC650368"
"8917","ADORA3"
"8918","CLASP2"
"8919","SRCRB4D"
"8920","ORAI1"
"8921","TRA2A"
"8922","NPIPL3"
"8923","KLK2"
"8924","SETD1B"
"8925","NDFIP1"
"8926","BRPF3"
"8927","MDGA1"
"8928","IL1F10"
"8929","AKAP13"
"8930","SKA2"
"8931","CAPZB"
"8932","TBC1D17"
"8933","PRB3"
"8934","ACP1"
"8935","WBSCR28"
"8936","DMRT1"
"8937","HMGB3"
"8938","SLC24A2"
"8939","WFIKKN1"
"8940","CBR4"
"8941","CCL28"
"8942","TNNT1"
"8943","NOC4L"
"8944","KIAA1704"
"8945","TDRD3"
"8946","CACNA1B"
"8947","PLRG1"
"8948","TCIRG1"
"8949","ZDHHC21"
"8950","KC6"
"8951","LOC100505681"
"8952","SLC30A2"
"8953","SMARCC1"
"8954","ATIC"
"8955","C17orf65"
"8956","NTHL1"
"8957","SLC22A18"
"8958","KRT34"
"8959","LOC100131067"
"8960","ZNF629"
"8961","FKBP2"
"8962","KRT42P"
"8963","RGS12"
"8964","RAB3C"
"8965","FAM71F2"
"8966","NDUFA5"
"8967","HCG18"
"8968","ZNF557"
"8969","MMP24"
"8970","PUM1"
"8971","TMEM199"
"8972","IKBKE"
"8973","SGK223"
"8974","ORAOV1"
"8975","ZNF589"
"8976","TCTEX1D2"
"8977","LRRC14B"
"8978","TMEM88"
"8979","FOXG1"
"8980","RANBP10"
"8981","TLX2"
"8982","TMEM41B"
"8983","PAX9"
"8984","DIRAS3"
"8985","PNPT1"
"8986","TIGD2"
"8987","PAN3-AS1"
"8988","ZNF576"
"8989","CEP89"
"8990","NARS2"
"8991","MTCH2"
"8992","KHDRBS1"
"8993","RAP1GDS1"
"8994","RTP1"
"8995","PDXDC1"
"8996","GRIK5"
"8997","ERI1"
"8998","NPSR1"
"8999","GALNT4"
"9000","LOC400604"
"9001","IQCB1"
"9002","KLRF1"
"9003","PHPT1"
"9004","LPHN2"
"9005","C8orf34"
"9006","CUX1"
"9007","POMP"
"9008","RAMP2"
"9009","ITGB1BP1"
"9010","FRMD4B"
"9011","MDH1B"
"9012","PEX11B"
"9013","HS2ST1"
"9014","TMED10P1"
"9015","CRYZ"
"9016","UBE2D4"
"9017","RNH1"
"9018","EPM2AIP1"
"9019","ZC3HAV1L"
"9020","PKNOX1"
"9021","DHFRL1"
"9022","NAP1L5"
"9023","LOC100288637"
"9024","MTMR9LP"
"9025","JAKMIP3"
"9026","HTR7"
"9027","FASTKD3"
"9028","ATXN2L"
"9029","FRG1B"
"9030","CLCN3"
"9031","GTF2F1"
"9032","MSMB"
"9033","STK16"
"9034","GPS1"
"9035","HOXD4"
"9036","SCARNA6"
"9037","MTUS1"
"9038","ABHD4"
"9039","IL4R"
"9040","VASN"
"9041","SPEN"
"9042","RSRC2"
"9043","PRPF38B"
"9044","CYP2D6"
"9045","NSA2"
"9046","C1orf86"
"9047","SLC44A1"
"9048","UCN"
"9049","ZBTB37"
"9050","PFKFB3"
"9051","CCT6P1"
"9052","MN1"
"9053","APITD1-CORT"
"9054","C2orf28"
"9055","ATP5SL"
"9056","DLAT"
"9057","DECR2"
"9058","RRP7B"
"9059","TEX10"
"9060","SBNO2"
"9061","THRAP3"
"9062","CNDP2"
"9063","HYAL4"
"9064","OCIAD1"
"9065","MICB"
"9066","PAQR5"
"9067","C20orf201"
"9068","GTF3C4"
"9069","SMPDL3A"
"9070","PITPNM2"
"9071","METTL9"
"9072","DUSP28"
"9073","FOXN1"
"9074","CCDC75"
"9075","ENPP4"
"9076","GUSBP5"
"9077","LHX6"
"9078","CHCHD6"
"9079","IL17A"
"9080","GGT8P"
"9081","SIX3"
"9082","HOXD1"
"9083","CELSR2"
"9084","C9orf86"
"9085","PDHX"
"9086","MRPL33"
"9087","TIGD5"
"9088","ST6GALNAC2"
"9089","C19orf76"
"9090","PYCR1"
"9091","CST4"
"9092","SMA4"
"9093","CCNB1IP1"
"9094","SHISA8"
